Detection 01,4,18:48.9,,,,,,,,,,,,,,,,,
Unknown,Insulator,BurnMark,,,,,,,,,,,,,,,,,
45,1468,1493,269,507,1870,0.971977532,1,1657,248,158,166,0.483498961,2,,,,,,
46,1501,1493,267,512,1872,0.97264272,1,1657,247,163,173,0.480309039,2,,,,,,
47,1534,1495,266,512,1878,0.972827017,1,1659,244,158,173,0.499944091,2,,,,,,
48,1568,1499,264,511,1877,0.97342813,1,1667,247,155,167,0.666554451,2,,,,,,
49,1601,1501,263,513,1879,0.973991334,1,1672,249,154,167,0.836559296,2,,,,,,
50,1634,1505,263,511,1877,0.974556327,1,1673,250,159,166,0.858560741,2,,,,,,
51,1668,1509,266,509,1874,0.974568605,1,1675,255,158,162,0.873748004,2,,,,,,
52,1701,1511,270,507,1872,0.973258495,1,1679,262,156,153,0.848260224,2,,,,,,
53,1735,1512,271,509,1871,0.973187804,1,1683,264,155,158,0.864477456,2,,,,,,
54,1768,1514,274,510,1869,0.972298086,1,1690,268,148,157,0.825392783,2,,,,,,
55,1801,1516,281,511,1866,0.971204102,1,1696,270,148,160,0.789824128,2,,,,,,
56,1835,1518,284,512,1863,0.970644832,1,1699,276,147,161,0.853292108,2,,,,,,
57,1868,1520,284,513,1860,0.971482992,1,1700,280,151,160,0.842811763,2,,,,,,
58,1901,1522,288,513,1856,0.971108019,1,1704,284,150,162,0.863690674,2,,,,,,
59,1935,1523,300,509,1835,0.971062899,1,1708,288,150,159,0.840385556,2,,,,,,
60,1968,1527,305,505,1830,0.971116245,1,1712,291,148,157,0.8811602,2,,,,,,
61,2001,1531,313,503,1822,0.970843971,1,1714,297,150,156,0.877962649,2,,,,,,
62,2035,1532,316,507,1815,0.969402015,1,1715,299,151,162,0.879816055,2,,,,,,
63,2068,1536,321,504,1809,0.969540596,1,1715,306,150,158,0.883404195,2,,,,,,
64,2102,1540,327,504,1803,0.96922195,1,1746,1610,137,116,0.661062539,2,1717,310,151,157,0.879235208,2
65,2135,1545,331,505,1800,0.968847275,1,1722,316,148,158,0.893649042,2,,,,,,
66,2168,1549,335,503,1798,0.968554795,1,1724,320,149,159,0.903081119,2,,,,,,
67,2202,1557,341,493,1790,0.968150198,1,1727,326,149,160,0.903671682,2,,,,,,
68,2235,1557,344,495,1787,0.966346443,1,1727,331,152,159,0.902615964,2,,,,,,
69,2268,1562,348,493,1786,0.965173006,1,1731,336,152,157,0.893754363,2,,,,,,
70,2302,1566,353,493,1783,0.964804709,1,1730,338,155,159,0.886193991,2,,,,,,
71,2335,1564,360,495,1776,0.963915348,1,1730,341,158,164,0.874314129,2,,,,,,
72,2369,1569,368,492,1768,0.962855756,1,1732,346,160,165,0.842429161,2,,,,,,
73,2402,1571,374,493,1763,0.961264133,1,1732,353,159,165,0.466583371,2,,,,,,
74,2435,1575,380,492,1757,0.96113044,1,,,,,,,,,,,,
75,2469,1578,384,491,1755,0.960780621,1,,,,,,,,,,,,
76,2502,1576,381,502,1760,0.96230942,1,,,,,,,,,,,,
77,2535,1578,383,503,1761,0.962613285,1,,,,,,,,,,,,
78,2569,1580,383,503,1761,0.962723315,1,,,,,,,,,,,,
79,2602,1581,384,502,1761,0.963477015,1,,,,,,,,,,,,
80,2635,1581,386,504,1761,0.963485897,1,,,,,,,,,,,,
81,2669,1582,388,506,1759,0.964119494,1,,,,,,,,,,,,
82,2702,1585,389,504,1757,0.964729607,1,,,,,,,,,,,,
83,2736,1585,392,504,1755,0.965218842,1,,,,,,,,,,,,
84,2769,1588,393,502,1753,0.965756238,1,,,,,,,,,,,,
85,2802,1588,394,503,1752,0.966094196,1,,,,,,,,,,,,
86,2836,1590,399,502,1747,0.967075467,1,,,,,,,,,,,,
87,2869,1592,400,500,1746,0.967737675,1,,,,,,,,,,,,
88,2902,1593,402,499,1745,0.967891991,1,,,,,,,,,,,,
89,2936,1594,404,497,1743,0.967965186,1,1761,391,145,164,0.480982155,2,,,,,,
90,2969,1595,404,497,1742,0.968092203,1,,,,,,,,,,,,
91,3002,1595,403,497,1744,0.967751145,1,,,,,,,,,,,,
92,3036,1594,402,498,1744,0.968120039,1,,,,,,,,,,,,
93,3069,1592,400,500,1746,0.96780616,1,,,,,,,,,,,,
94,3103,1590,398,502,1749,0.96673584,1,,,,,,,,,,,,
95,3136,1588,396,503,1750,0.966434002,1,,,,,,,,,,,,
96,3169,1587,394,503,1752,0.966777205,1,,,,,,,,,,,,
97,3203,1585,394,505,1751,0.965948105,1,,,,,,,,,,,,
98,3236,1584,392,504,1755,0.965562701,1,,,,,,,,,,,,
99,3269,1582,390,504,1757,0.96476984,1,,,,,,,,,,,,
100,3303,1581,390,502,1756,0.964532018,1,1750,379,151,157,0.416807234,2,,,,,,
101,3336,1580,388,502,1757,0.96387881,1,1748,377,149,158,0.792021096,2,,,,,,
102,3370,1581,386,501,1759,0.963760436,1,1750,374,145,159,0.776276588,2,,,,,,
103,3403,1579,387,501,1757,0.963006139,1,,,,,,,,,,,,
104,3436,1579,387,500,1758,0.963299096,1,,,,,,,,,,,,
105,3470,1578,385,500,1759,0.963191569,1,,,,,,,,,,,,
106,3503,1579,386,497,1755,0.963768601,1,,,,,,,,,,,,
107,3536,1576,384,500,1758,0.962868512,1,,,,,,,,,,,,
108,3570,1576,383,497,1758,0.962674499,1,,,,,,,,,,,,
109,3603,1577,384,490,1755,0.961892366,1,,,,,,,,,,,,
110,3636,1576,383,488,1756,0.962829113,1,,,,,,,,,,,,
111,3670,1576,383,486,1756,0.962887287,1,,,,,,,,,,,,
112,3703,1575,382,485,1758,0.963090062,1,,,,,,,,,,,,
113,3737,1574,381,485,1758,0.963176489,1,,,,,,,,,,,,
114,3770,1574,381,486,1758,0.963005304,1,,,,,,,,,,,,
115,3803,1574,381,487,1758,0.962984681,1,,,,,,,,,,,,
116,3837,1575,383,486,1756,0.963256836,1,,,,,,,,,,,,
117,3870,1575,385,486,1753,0.962853134,1,,,,,,,,,,,,
118,3903,1577,385,485,1754,0.962844849,1,,,,,,,,,,,,
119,3937,1576,384,493,1756,0.963055968,1,,,,,,,,,,,,
120,3970,1577,387,492,1755,0.963888705,1,,,,,,,,,,,,
121,4003,1578,390,492,1752,0.96483773,1,,,,,,,,,,,,
122,4037,1578,391,494,1752,0.964458227,1,1744,379,144,161,0.45120728,2,,,,,,
123,4070,1578,393,495,1752,0.965375602,1,1747,383,141,161,0.67980969,2,,,,,,
124,4104,1580,395,496,1749,0.965471387,1,,,,,,,,,,,,
125,4137,1580,397,498,1749,0.966328084,1,,,,,,,,,,,,
126,4170,1582,401,495,1746,0.967083156,1,,,,,,,,,,,,
